TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B19058,Public Assistance Income or Food Stamps/SNAP in the Past 12 Months for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19059,Retirement Income in the Past 12 Months for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19060,Other Types of Income in the Past 12 Months for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19061,Aggregate Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19062,Aggregate Wage or Salary Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19063,Aggregate Self-Employment Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19064,"Aggregate Interest, Dividends, or Net Rental Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ",Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19065,Aggregate Social Security Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19066,Aggregate Supplemental Security Income (SSI) in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19067,Aggregate Public Assistance Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19069,Aggregate Retirement Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19070,Aggregate Other Types of Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19080,Household Income Quintile Upper Limits ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19081,Mean Household Income of Quintiles ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19082,Shares of Aggregate Household Income by Quintile ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19083,Gini Index of Income Inequality ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19101A,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone Householder) ,Families with a householder who is White alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101B,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Black or African American Alone Householder) ,Families with a householder who is Black or African American alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101C,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (American Indian and Alaska Native Alone Householder) ,Families with a householder who is American Indian and Alaska Native alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101D,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Asian Alone Householder) ,Families with a householder who is Asian alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101E,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone Householder) ,Families with a householder who is Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101F,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Some Other Race Alone Householder) ,Families with a householder who is Some Other Race alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101G,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Two or More Races Householder) ,Families with a householder who is Two or More Races,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101H,"Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone, Not Hispanic or Latino Householder) ","Families with a householder who is White alone, not Hispanic or Latino",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19101I,Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Hispanic or Latino Householder) ,Families with a householder who is Hispanic or Latino,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19113A,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone Householder) ,Families with a householder who is White alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113B,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Black or African American Alone Householder) ,Families with a householder who is Black or African American alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113C,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (American Indian and Alaska Native Alone Householder) ,Families with a householder who is American Indian and Alaska Native alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113D,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Asian Alone Householder) ,Families with a householder who is Asian alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113E,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone Householder) ,Families with a householder who is Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113F,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Some Other Race Alone Householder) ,Families with a householder who is Some Other Race alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113G,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Two or More Races) ,Families with a householder who is Two or More Races,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113H,"Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone, Not Hispanic or Latino Householder) ","Families with a householder who is White alone, not Hispanic or Latino",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19113I,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Hispanic or Latino Householder) ,Families with a householder who is Hispanic or Latino,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19119,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Family Size ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19121,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Number of Earners in Family ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19122,Number of Earners in Family ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19123,Family Size by Cash Public Assistance Income or Households Receiving Food Stamps/SNAP Benefits in the Past 12 Months ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19125,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Presence of Own Children Under 18 Years ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19126,Median Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Family Type by Presence of Own Children Under 18 Years ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19127,Aggregate Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19128,Aggregate Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Family Type by Presence of Own Children Under 18 Years ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19129,Aggregate Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Number of Workers in Family ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19130,Aggregate Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Family Type by Age of Householder ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19131,Family Type by Presence of Own Children Under 18 Years by Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C19131,Family Type by Presence of Own Children Under 18 Years by Family Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Families,Detailed Table,1,,
B19201,Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Nonfamily households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C19201,Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Nonfamily households,Detailed Table,1,,
B19202,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Nonfamily households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19202A,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone Householder) ,Nonfamily households with a householder who is White alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202B,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Black or African American Alone Householder) ,Nonfamily households with a householder who is Black or African American alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202C,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (American Indian and Alaska Native Alone Householder) ,Nonfamily households with a householder who is American Indian and Alaska Native alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202D,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Asian Alone Householder) ,Nonfamily households with a householder who is Asian alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202E,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone Householder) ,Nonfamily households with a householder who is Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202F,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Some Other Race Alone Householder) ,Nonfamily households with a householder who is Some other race alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202G,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Two or More Races Householder) ,Nonfamily households with a householder who is Two or more races,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202H,"Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone, Not Hispanic or Latino Householder) ","Nonfamily households with a householder who is White alone, not Hispanic or Latino",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19202I,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Hispanic or Latino Householder) ,Nonfamily households with a householder who is Hispanic or Latino,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19214,Aggregate Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Nonfamily households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19215,Median Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex of Householder by Living Alone by Age of Householder ,Nonfamily households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19216,Aggregate Nonfamily Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex of Householder by Living Alone by Age of Householder ,Nonfamily households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19301,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301A,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone) ,People who are White alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301B,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Black or African American Alone) ,People who are Black or African American alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301C,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (American Indian and Alaska Native Alone) ,People who are American Indian and Alaska Native alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301D,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Asian Alone) ,People who are Asian alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301E,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Native Hawaiian and Other Pacific Islander Alone) ,People who are Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301F,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Some Other Race Alone) ,People who are Some Other Race alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301G,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Two or More Races) ,People who are Two or More Races,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301H,"Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population",Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19301I,Per Capita Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) (Hispanic or Latino) ,People who are Hispanic or Latino,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313A,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (White Alone) ,White alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313B,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Black or African American Alone) ,Black or African American alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313C,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313D,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Asian Alone) ,Asian alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313E,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313F,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Some Other Race Alone) ,Some other race alone population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313G,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Two or More Races) ,Two or more races population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313H,"Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 15 years and over",Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19313I,Aggregate Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over (Hispanic or Latino) ,Hispanic or Latino population 15 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B19325,Sex by Work Experience in the Past 12 Months by Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 15 Years and Over ,Population 15 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B19326,Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 15 Years and Over With Income ,Population 15 years and over with income in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20001,Sex by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over With Earnings in the Past 12 Months ,Population 16 years and over with earnings,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B20002,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex for the Population 16 Years and Over With Earnings in the Past 12 Months ,Population 16 years and over with earnings,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B20003,Aggregate Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience for the Population 16 Years and Over With Earnings ,Population 16 years and over with earnings,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B20004,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Educational Attainment for the Population 25 Years and Over ,Population 25 years and over with earnings,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005A,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (White Alone) ,White alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005B,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Black or African American Alone) ,Black or African American alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005C,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005D,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Asian Alone) ,Asian alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005E,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005F,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Some Other Race Alone) ,Some other race alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005G,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Two or More Races) ,Two or more races population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005H,"Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20005I,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over (Hispanic or Latino) ,Hispanic or Latino population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months ,Population 16 years and over with earnings,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B20017A,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (White Alone) ,White alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017B,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Black or African American Alone) ,Black or African American alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017C,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017D,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Asian Alone) ,Asian alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017E,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017F,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Some Other Race Alone) ,Some other race alone population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017G,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Two or More Races) ,Two or more races population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017H,"Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 16 years and over with earnings in the past 12 months",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20017I,Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings (Hispanic or Latino) ,Hispanic or Latino population 16 years and over with earnings in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B20018,"Median Earnings in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for the Population 16 Years and Over Who Worked Full-Time, Year-Round With Earnings in the Past 12 Months ","Population 16 years and over who worked full-time, year-round with earnings",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over ,Civilian population 18 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B21001A,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone) ,White alone civilian population 18 years and over,Detailed Table,1,,
C21001A,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone) ,White alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001B,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Black or African American Alone) ,Black or African American alone civilian population 18 years and over,Detailed Table,1,,
C21001B,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Black or African American Alone) ,Black or African American alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001C,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone civilian population 18 years and over,Detailed Table,1,,
C21001C,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001D,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Asian Alone) ,Asian alone civilian population 18 years and over,Detailed Table,1,,
C21001D,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Asian Alone) ,Asian alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001E,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone civilian population 18 years and over,Detailed Table,1,,
C21001E,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001F,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Some Other Race Alone) ,Some other race alone civilian population 18 years and over,Detailed Table,1,,
C21001F,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Some Other Race Alone) ,Some other race alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001G,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Two or More Races) ,Two or more races civilian population 18 years and over,Detailed Table,1,,
C21001G,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Two or More Races) ,Two or more races civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
