,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
37082,36-03710,62,1,2,1,4,0,N,1,2,52864.7,8390,13,6,32000.0,5,244,N,2,2,2,2,135,135
37083,13-04600,53,1,2,0,2,0,N,1,1,3670.4,9470,16,9,201000.0,9,501,N,2,2,2,2,70,67
37084,13-04600,48,2,2,0,6,2,9,1,1,3670.4,8990,15,4,20000.0,4,199,N,2,2,2,2,37,32
37085,24-01004,64,1,2,0,1,N,N,3,0,4187.9,8191,12,5,30000.0,4,226,N,2,2,1,2,5,0
37086,24-01004,60,2,2,0,1,0,4,1,1,4187.9,6970,9,9,308000.0,9,501,N,2,2,2,2,74,60
37087,38-00100,59,2,2,0,1,0,N,1,1,73.0,7280,10,7,6900.0,1,52,N,2,2,2,2,40,40
37088,01-01301,50,1,2,0,2,0,N,1,1,2731.2,6370,7,5,64100.0,8,501,2,2,2,2,2,53,53
37089,17-03529,51,2,2,0,2,0,3,1,2,15097.5,7680,10,7,25100.0,4,501,N,2,2,2,2,263,290
37090,13-04600,39,2,2,0,2,0,N,1,2,3670.4,9170,15,10,200000.0,9,501,N,2,2,2,2,65,65
37091,40-00200,58,2,2,0,1,0,N,1,1,90.7,9470,16,6,31000.0,6,235,N,2,2,2,1,49,50
37092,38-00100,43,1,2,0,2,0,N,1,1,73.0,490,1,7,60000.0,7,454,N,2,2,2,2,285,285
37093,13-04600,49,1,2,0,6,2,9,1,1,3670.4,3875,4,4,24800.0,4,199,N,2,2,2,2,40,32
37094,36-04010,45,2,2,0,8,0,N,1,2,50441.6,370,1,7,60000.0,7,458,N,2,2,2,2,178,178
37095,24-01004,27,1,2,0,1,0,4,1,1,4187.9,770,3,10,74000.0,7,501,N,2,2,2,2,77,58
37096,40-00200,60,2,2,0,1,0,N,1,1,90.7,9470,16,6,31000.0,6,235,N,2,2,2,1,50,51
37097,32-00405,32,1,2,1,8,3,5,1,1,7990.5,N,N,5,8600.0,2,196,N,2,2,2,2,138,56
37098,38-00100,45,1,2,0,1,1,7,1,1,73.0,8680,14,1,0.0,0,501,N,2,2,2,2,15,52
37099,26-02702,32,1,2,0,6,0,N,1,2,4817.2,7870,11,10,28000.0,5,213,N,2,2,2,2,104,90
37100,36-04010,40,1,2,4,2,0,3,1,2,50441.6,7270,10,7,26500.0,4,290,N,2,2,2,2,121,177
37101,26-02702,29,1,2,0,6,0,N,1,2,4817.2,7870,11,12,20000.0,4,152,N,2,2,2,2,58,60
37102,36-03710,26,1,2,2,8,N,N,3,0,52864.7,6390,7,4,10000.0,2,76,N,2,2,2,2,96,0
37103,26-02702,29,1,2,0,4,0,5,1,1,4817.2,8770,15,9,14000.0,3,501,N,2,2,2,2,72,66
37104,24-01004,49,1,2,3,2,2,5,1,2,4187.9,7380,10,8,10000.0,2,177,N,2,2,2,2,270,316
37105,06-08507,80,2,3,0,6,0,N,1,1,3305.1,N,N,9,3600.0,2,29,N,2,2,2,1,368,368
37106,17-03529,70,2,3,0,2,0,N,1,2,15097.5,7860,11,10,37700.0,5,310,N,2,2,2,1,201,201
37107,36-03710,70,2,3,1,1,0,2,1,1,52864.7,9190,15,5,48000.0,6,286,N,2,2,2,2,72,72
37108,36-04010,64,2,3,0,2,0,N,1,2,50441.6,9290,15,3,22000.0,4,181,N,2,1,2,2,208,208
37109,36-04010,66,2,3,0,2,0,5,1,1,50441.6,N,N,9,9600.0,2,501,N,2,1,2,2,45,47
37110,32-00405,62,1,3,0,1,0,N,1,2,7990.5,N,N,9,16400.0,3,124,N,2,2,2,2,32,33
37111,29-01901,83,2,3,0,2,0,N,1,2,5434.8,N,N,10,12000.0,3,98,N,2,2,2,2,105,105
37112,17-03531,75,1,3,0,2,0,N,1,2,11171.6,N,N,5,15600.0,3,129,N,2,2,1,2,118,117
37113,08-00803,63,2,3,0,1,0,N,1,2,3393.2,670,2,9,60000.0,7,455,N,2,2,2,2,66,61
37114,38-00100,52,1,3,0,2,0,N,2,1,73.0,N,N,5,2000.0,1,15,N,2,2,2,2,45,9
37115,24-01004,82,2,3,0,6,0,4,1,1,4187.9,N,N,5,9000.0,2,501,N,2,2,2,2,142,95
37116,08-00803,71,2,3,0,1,3,6,1,1,3393.2,N,N,5,11000.0,2,459,N,2,2,2,2,50,51
37117,26-02702,94,2,3,0,1,N,N,2,0,4817.2,N,N,7,20400.0,4,N,N,1,1,2,1,81,0
37118,19-01700,74,2,3,0,1,0,3,1,1,3572.3,N,N,8,17900.0,3,214,N,2,2,2,2,109,109
37119,28-01100,73,1,3,0,2,0,N,1,1,2674.3,N,N,4,9000.0,2,74,N,2,2,2,2,211,211
37120,24-01004,74,2,3,0,1,N,N,2,0,4187.9,N,N,9,27100.0,4,N,N,2,1,2,2,23,0
37121,32-00405,72,1,3,0,1,0,N,1,1,7990.5,N,N,3,15060.0,3,123,N,2,2,2,2,65,65
37122,19-01700,64,1,3,0,1,0,N,1,1,3572.3,N,N,5,15400.0,3,116,2,2,2,2,1,142,141
37123,01-01301,68,1,3,0,2,0,N,1,2,2731.2,N,N,4,52300.0,7,432,5,1,1,2,2,196,202
37124,01-01301,68,1,3,0,2,0,N,1,1,2731.2,N,N,5,15600.0,4,128,N,2,2,2,2,69,70
37125,36-04010,88,2,3,0,2,0,2,1,1,50441.6,N,N,10,12000.0,3,157,N,2,1,2,2,98,97
37126,28-01100,90,2,3,0,1,0,N,1,1,2674.3,8270,12,7,27700.0,6,229,N,2,2,2,2,38,38
37127,29-01901,45,2,3,0,2,0,N,1,2,5434.8,8270,12,7,12000.0,3,91,N,1,2,2,2,182,182
37128,01-01301,69,2,3,0,2,0,2,1,1,2731.2,N,N,4,9600.0,2,134,N,2,2,2,2,74,74
37129,30-00600,83,2,3,0,1,0,N,1,1,16.3,N,N,4,1500.0,1,12,N,2,2,2,2,21,20
37130,28-01100,63,2,3,0,2,0,N,1,2,2674.3,8370,13,9,21000.0,5,159,N,1,1,2,2,63,63
37131,24-01004,80,2,3,0,1,0,N,1,2,4187.9,N,N,10,9300.0,2,76,N,2,1,2,2,64,64
37132,24-01004,82,2,3,0,2,N,N,2,0,4187.9,N,N,9,19200.0,3,N,N,2,1,2,2,23,0
37133,08-00803,77,1,3,0,1,0,N,1,2,3393.2,8670,14,11,15000.0,3,123,N,2,1,2,1,171,171
37134,17-03529,71,2,3,0,2,0,N,1,2,15097.5,N,N,6,8100.0,2,66,N,1,1,2,2,89,89
37135,28-01100,79,2,3,0,2,0,5,1,1,2674.3,N,N,5,8200.0,2,305,N,2,1,2,2,49,49
37136,30-00600,74,2,3,0,1,0,N,1,1,16.3,N,N,5,17400.0,3,143,N,2,2,2,1,21,20
37137,06-07502,86,2,3,0,6,0,N,1,2,33632.6,N,N,3,7800.0,2,63,N,2,2,2,2,120,120
37138,26-02702,92,2,3,0,1,0,N,1,1,4817.2,1990,4,5,90300.0,9,501,N,2,2,2,2,97,97
37139,29-01901,69,2,3,0,2,0,N,1,1,5434.8,N,N,6,22600.0,4,187,N,2,2,2,2,48,47
37140,17-03531,60,2,3,0,2,0,2,1,1,11171.6,8090,12,5,34200.0,5,501,N,2,1,2,2,40,41
37141,19-01700,73,2,3,0,1,N,N,2,0,3572.3,N,N,9,16800.0,3,N,N,1,1,2,2,14,0
37142,29-01901,85,2,3,0,2,0,N,1,1,5434.8,N,N,10,35900.0,6,298,N,2,1,2,2,60,60
37143,51-51255,64,2,3,0,2,0,N,1,2,11224.3,7860,11,9,50000.0,6,415,N,2,2,2,2,269,269
37144,29-01901,90,2,3,0,2,0,2,1,1,5434.8,N,N,10,60000.0,8,501,N,1,1,2,2,156,155
37145,19-01700,80,2,3,0,1,0,N,1,1,3572.3,N,N,9,43500.0,6,360,N,2,2,2,2,79,80
37146,19-01700,85,1,3,0,1,0,N,1,2,3572.3,N,N,4,45000.0,6,371,N,2,2,2,1,154,154
37147,51-51255,84,2,3,0,2,0,N,1,1,11224.3,N,N,10,87600.0,8,501,N,2,1,2,2,69,70
37148,17-03531,78,2,3,0,2,0,2,1,1,11171.6,N,N,7,17400.0,3,114,N,2,2,2,2,142,142
37149,32-00405,61,1,3,0,1,0,N,1,2,7990.5,N,N,5,0.0,0,0,N,2,2,2,2,32,32
37150,30-00600,67,2,3,0,1,0,N,1,1,16.3,1180,4,5,56900.0,7,471,N,2,2,2,2,14,15
37151,36-04010,65,1,3,0,2,0,4,1,2,50441.6,7860,11,7,37000.0,5,182,N,2,2,2,2,65,65
37152,06-08507,82,2,3,0,6,0,N,1,2,3305.1,N,N,9,3600.0,2,29,N,2,2,2,2,378,378
37153,36-03710,66,2,3,1,2,0,2,1,2,52864.7,8170,12,4,3000.0,1,94,N,2,2,2,2,109,110
37154,24-01004,86,2,3,0,3,0,4,1,1,4187.9,N,N,11,446200.0,9,501,N,2,1,2,2,101,101
37155,32-00405,83,2,3,3,8,0,4,1,1,7990.5,N,N,3,6000.0,2,323,N,2,1,1,2,119,73
37156,38-00100,86,2,3,0,1,N,N,2,0,73.0,N,N,5,45200.0,6,N,N,2,1,2,1,95,0
37157,40-00200,80,2,3,0,1,N,N,3,0,90.7,N,N,3,10200.0,3,84,N,2,1,2,2,17,0
37158,30-00600,68,2,3,0,1,0,N,1,1,16.3,1180,4,5,56900.0,7,471,N,2,2,2,2,15,15
37159,36-03710,78,1,3,0,2,0,N,1,2,52864.7,N,N,6,21600.0,4,178,N,1,1,1,2,149,149
37160,29-01901,64,2,3,0,2,0,N,1,1,5434.8,N,N,7,25000.0,4,205,N,2,2,2,2,167,167
37161,38-00100,52,2,3,0,4,0,3,1,2,73.0,N,N,3,0.0,0,0,N,2,1,1,2,18,18
37162,38-00100,87,2,3,0,1,0,N,1,1,73.0,N,N,7,0.0,0,0,N,2,1,2,1,22,22
37163,08-00803,71,2,3,0,1,0,N,1,1,3393.2,N,N,7,389500.0,9,501,N,2,2,2,2,112,112
37164,06-08507,71,1,3,0,6,0,N,1,1,3305.1,7270,10,11,133600.0,9,501,N,2,2,2,2,47,48
37165,51-51255,87,2,3,0,1,0,N,1,2,11224.3,N,N,9,123000.0,9,501,N,2,1,2,1,60,60
37166,30-00600,87,2,3,0,1,0,N,1,1,16.3,N,N,5,17000.0,3,140,N,2,1,1,1,96,95
37167,30-00600,54,1,3,0,1,0,N,1,1,16.3,N,N,4,25100.0,5,191,N,2,1,2,2,38,49
37168,40-00200,70,2,3,0,2,0,2,1,1,90.7,N,N,4,12000.0,3,105,N,2,2,2,2,59,52
37169,29-01901,74,2,3,0,5,0,N,1,1,5434.8,N,N,7,25000.0,4,205,N,2,2,2,2,169,169
37170,13-04600,87,2,3,0,2,0,N,1,2,3670.4,N,N,5,11300.0,3,92,N,2,2,2,2,106,106
37171,32-00405,84,2,3,1,7,0,3,1,1,7990.5,N,N,3,3800.0,1,28,N,2,2,2,1,151,151
37172,30-00600,67,2,3,0,1,0,2,1,1,16.3,170,0,5,500.0,0,309,N,2,2,2,2,39,39
37173,28-01100,58,2,3,0,2,0,N,1,2,2674.3,N,N,4,0.0,0,0,N,2,2,2,2,33,39
37174,19-01700,70,2,3,0,1,2,5,1,1,3572.3,5570,6,5,19500.0,3,501,N,2,1,2,2,98,150
37175,38-00100,81,2,3,0,1,0,N,1,1,73.0,N,N,5,14000.0,2,115,N,2,2,1,1,47,47
37176,40-00200,78,2,3,0,2,0,N,1,1,90.7,N,N,5,24000.0,5,197,N,2,2,2,2,123,123
37177,24-01004,79,2,3,2,2,0,N,1,1,4187.9,N,N,10,48000.0,5,394,N,2,1,2,2,88,88
37178,19-01700,88,1,3,0,1,N,N,2,0,3572.3,N,N,5,14400.0,3,N,N,2,1,2,2,25,0
37179,30-00600,63,2,3,0,3,0,N,1,1,16.3,5090,6,6,30500.0,5,252,N,2,2,2,2,88,88
37180,38-00100,77,2,3,0,1,0,N,1,2,73.0,N,N,5,15000.0,3,124,N,2,1,2,2,35,35
37181,51-51255,78,2,3,0,2,0,2,1,1,11224.3,N,N,3,40000.0,5,501,N,1,1,2,2,180,87
37182,32-00405,76,2,3,0,3,0,2,1,2,7990.5,N,N,4,21900.0,4,182,N,1,1,1,1,78,60
37183,30-00600,74,2,3,0,2,0,5,1,1,16.3,N,N,5,0.0,0,136,N,2,1,2,2,60,59
37184,17-03529,60,2,3,0,2,0,5,1,2,15097.5,8191,12,7,80000.0,8,378,N,2,2,1,2,47,46
37185,51-51255,75,2,3,3,3,0,N,1,1,11224.3,N,N,5,48000.0,6,393,N,2,2,2,2,503,317
37186,29-01901,70,2,3,0,2,0,N,1,2,5434.8,N,N,5,23600.0,4,194,N,2,2,2,2,52,52
37187,08-00803,67,2,3,0,1,0,N,1,1,3393.2,7870,11,12,65800.0,7,501,N,2,2,2,2,50,51
37188,19-01700,86,2,3,0,1,0,N,1,1,3572.3,N,N,5,29500.0,5,242,N,2,2,2,1,96,96
37189,32-00405,86,2,3,2,1,0,N,1,2,7990.5,N,N,9,12300.0,2,101,N,2,2,2,1,164,164
37190,51-51255,79,2,3,2,2,0,N,1,2,11197.643950863543,N,N,5,48000.0,6,393,N,2,2,2,2,317,317
37191,32-00405,85,2,3,0,2,0,N,1,1,7990.5,N,N,4,25200.0,4,206,N,1,1,2,2,40,40
37192,28-01100,92,2,3,0,1,N,N,2,0,2674.3,N,N,9,25000.0,5,N,N,1,1,2,1,19,0
37193,17-03531,86,1,3,0,2,0,N,1,1,11171.6,N,N,8,14400.0,3,119,N,2,2,2,2,134,133
37194,19-01700,65,2,3,0,1,0,4,1,2,3572.3,N,N,7,16800.0,3,65,N,2,2,2,1,66,65
37195,17-03529,66,2,3,0,2,0,N,1,2,15097.5,8170,12,5,59000.0,7,488,N,2,2,1,2,73,73
37196,29-01901,91,2,3,0,1,0,N,1,1,5434.8,N,N,4,1600.0,1,13,N,2,2,2,1,73,73
37197,26-02702,71,2,3,0,1,0,2,1,2,4817.2,7870,11,11,176100.0,9,501,N,2,2,2,2,49,48
37198,06-08507,88,2,3,0,3,0,N,1,1,3305.1,N,N,9,88300.0,8,501,N,2,2,2,2,49,41
37199,19-01700,67,2,3,0,1,0,N,1,1,3572.3,N,N,7,28000.0,4,228,N,1,2,2,2,109,109
37200,40-00200,66,2,3,0,3,0,4,1,1,90.7,N,N,7,15400.0,4,137,N,2,2,2,2,34,34
37201,13-04600,75,1,3,0,2,0,N,1,2,3670.4,8680,14,5,13900.0,3,115,N,2,2,2,2,104,104
37202,36-04010,77,2,3,0,2,0,4,1,2,50441.6,N,N,5,21600.0,4,501,N,2,2,2,2,57,64
37203,32-00405,66,1,3,2,8,0,N,1,1,7990.5,8191,12,7,11000.0,2,90,N,2,2,2,2,71,70
37204,38-00100,75,1,3,0,1,0,2,1,1,73.0,N,N,9,21290.0,3,140,N,2,2,2,2,25,25
37205,01-01301,63,2,3,0,2,0,N,1,1,2731.2,770,3,7,54000.0,8,412,N,2,2,2,2,47,47
37206,28-01100,63,2,3,0,4,0,2,1,2,2674.3,7690,10,6,12300.0,3,70,N,2,1,2,2,64,64
37207,17-03529,72,2,3,0,2,0,2,1,1,15097.5,8191,12,10,238000.0,9,501,N,2,2,2,2,37,37
37208,51-51255,67,2,3,0,6,2,5,1,2,11224.3,6992,9,9,48600.0,6,501,N,2,2,2,2,104,72
37209,40-00200,67,1,3,0,1,0,N,1,2,90.7,N,N,4,15000.0,3,123,N,2,2,2,2,52,52
37210,30-00600,73,2,3,0,1,0,N,1,1,16.3,N,N,7,211400.0,9,501,N,2,2,2,2,21,21
37211,28-01100,66,2,3,0,2,0,2,1,1,2674.3,7690,10,6,12300.0,3,70,N,2,1,2,2,63,63
37212,24-01004,89,2,3,0,2,N,N,2,0,4187.9,N,N,6,25900.0,4,N,N,2,1,2,2,68,0
37213,29-01901,40,2,3,0,2,0,N,1,2,5434.8,8270,12,7,12000.0,3,91,N,1,2,2,2,192,161
37214,30-00600,83,2,3,0,1,0,N,1,1,16.3,N,N,9,74500.0,8,501,N,2,2,2,2,31,31
37215,38-00100,91,2,3,0,1,0,N,1,1,73.0,N,N,3,13500.0,2,111,N,2,2,2,2,50,50
37216,30-00600,94,2,3,0,1,N,N,2,0,16.3,N,N,7,10000.0,2,N,N,1,1,2,2,5,0
37217,32-00405,63,2,3,3,6,0,N,1,1,7990.5,N,N,7,14400.0,3,109,N,2,2,2,2,114,115
37218,17-03529,83,1,3,0,2,0,N,1,1,15097.5,N,N,8,4300.0,1,35,N,2,2,2,2,163,163
37219,51-51255,69,1,3,0,1,0,N,1,1,11224.3,N,N,7,55200.0,6,451,2,2,1,2,2,54,53
37220,24-01004,71,2,3,0,6,0,N,1,1,4187.9,7970,12,9,225000.0,9,501,N,2,2,2,2,126,127
37221,17-03529,74,2,3,0,2,0,3,1,1,15097.5,N,N,6,17200.0,3,501,N,2,2,2,2,81,81
37222,38-00100,95,2,3,0,1,N,N,2,0,73.0,N,N,5,9600.0,2,N,N,1,1,2,2,88,0
37223,17-03531,78,2,3,0,2,0,2,1,1,11171.6,N,N,7,17400.0,3,114,N,2,2,2,2,142,143
37224,13-04600,77,2,3,0,2,0,N,1,1,3670.4,8191,12,9,112600.0,9,501,N,2,2,2,2,102,102
37225,19-01700,86,2,3,0,1,0,N,1,1,3572.3,N,N,7,34000.0,5,281,N,2,2,2,2,255,255
37226,28-01100,91,1,3,0,2,0,2,1,1,2674.3,N,N,3,8700.0,2,214,N,2,1,2,2,110,111
37227,28-01100,52,2,3,0,2,0,N,1,2,2674.3,N,N,4,0.0,0,0,N,2,2,2,2,30,32
37228,13-04600,81,2,3,0,2,0,N,1,1,3670.4,N,N,5,17000.0,3,141,N,2,2,2,2,58,58
37229,36-03710,76,2,3,0,2,0,N,1,2,52864.7,N,N,6,21600.0,4,178,N,1,1,2,2,155,155
37230,06-08507,88,2,3,0,1,0,N,1,1,3305.1,N,N,8,16300.0,3,134,N,2,2,2,2,118,118
37231,36-04010,72,1,3,0,2,0,2,1,1,50441.6,8380,13,6,44200.0,6,420,N,2,2,2,2,32,31
37232,17-03529,79,2,3,0,1,0,N,1,1,15097.5,N,N,7,11500.0,2,95,N,2,2,1,1,272,272
37233,17-03529,83,2,3,0,2,0,N,1,1,15097.5,7280,10,7,87400.0,8,501,N,2,2,2,2,179,179
37234,28-01100,94,2,3,0,1,0,N,1,2,2674.3,N,N,9,-1800.0,0,0,N,2,2,2,2,50,50
37235,24-01004,85,2,3,0,1,0,N,1,2,4187.9,N,N,9,28080.0,4,233,N,2,2,2,2,177,177
37236,28-01100,65,2,3,0,2,0,N,1,1,2674.3,8770,15,4,24200.0,5,199,N,2,2,2,2,33,33
37237,13-04600,65,2,3,0,2,0,N,1,1,3670.4,7071,9,7,38000.0,6,314,N,2,2,2,2,42,41
37238,01-01301,85,1,3,0,2,0,N,1,1,2731.2,N,N,4,52300.0,7,432,5,1,1,2,1,195,196
37239,38-00100,69,2,3,0,1,0,4,1,1,73.0,N,N,8,15400.0,3,170,N,2,1,2,2,141,141
37240,19-01700,84,1,3,0,1,0,N,1,1,3572.3,7270,10,11,54400.0,7,446,N,2,2,2,2,96,96
37241,32-00405,68,1,3,0,1,0,N,1,2,7990.5,N,N,3,15060.0,3,123,N,2,2,2,1,65,65
37242,17-03531,77,2,3,0,2,0,2,1,1,11171.6,N,N,7,17400.0,3,114,N,2,2,2,2,141,141
37243,13-04600,86,1,3,0,2,0,N,1,1,3670.4,N,N,10,63000.0,8,501,N,2,2,2,1,132,132
37244,36-03710,56,1,3,2,1,0,4,1,1,52864.7,N,N,7,1300.0,1,35,N,1,1,2,2,99,105
37245,36-04010,66,2,3,0,9,0,5,1,1,50441.6,N,N,9,9600.0,2,501,N,2,1,2,2,34,52
37246,38-00100,62,2,3,0,1,0,N,1,1,73.0,6370,7,4,47900.0,6,362,N,2,1,2,2,15,15
37247,36-04010,77,2,3,0,2,0,2,1,1,50441.6,N,N,10,0.0,0,0,N,2,2,2,2,40,58
37248,38-00100,66,2,3,0,1,0,2,1,1,73.0,2870,4,5,21200.0,3,145,N,2,2,2,2,26,27
37249,38-00100,61,1,3,0,1,0,2,1,1,73.0,8680,14,5,5300.0,1,102,N,2,1,2,2,67,67
37250,28-01100,68,1,3,0,1,0,4,1,1,2674.3,N,N,7,23900.0,5,92,N,2,2,1,2,110,96
37251,36-04010,64,2,3,0,2,0,N,1,1,50441.6,N,N,5,41000.0,6,339,N,2,2,2,2,135,135
37252,40-00200,60,1,3,0,1,0,2,1,1,90.7,2570,4,5,52800.0,8,501,N,2,2,2,2,28,28
37253,29-01901,93,2,3,0,2,0,N,1,1,5434.8,N,N,5,14400.0,3,119,N,2,1,2,1,37,36
37254,29-01901,71,1,3,0,2,0,N,1,2,5434.8,N,N,8,20800.0,4,171,N,2,2,2,2,105,106
37255,13-04600,92,2,3,0,2,0,2,1,1,3670.4,N,N,9,51300.0,7,398,N,2,1,2,2,42,42
37256,36-04010,65,2,3,0,2,0,3,1,2,50441.6,8191,12,8,125000.0,9,501,N,2,2,2,2,82,83
37257,29-01901,90,2,3,0,1,0,N,1,2,5434.8,N,N,10,12000.0,3,98,N,2,2,2,2,108,109
37258,40-00200,72,1,3,0,1,0,N,1,1,90.7,N,N,4,15000.0,3,123,N,2,2,2,2,51,51
37259,24-01004,80,2,3,0,1,0,N,1,1,4187.9,N,N,9,15400.0,3,126,N,2,1,2,2,81,82
37260,40-00200,75,1,3,0,3,0,N,1,1,90.7,N,N,6,12000.0,3,98,N,2,1,2,2,35,35
37261,06-08507,78,1,3,0,1,0,N,1,1,3305.1,2980,4,10,212500.0,9,501,N,2,2,2,2,49,48
37262,01-01301,71,2,3,0,2,0,N,1,1,2731.2,8170,12,7,32400.0,6,266,N,2,2,2,2,73,73
37263,01-01301,69,1,3,0,2,0,N,1,1,2731.2,N,N,5,15600.0,4,128,N,2,2,2,2,67,72
37264,17-03531,94,2,3,0,2,0,2,1,2,11171.6,N,N,5,12000.0,2,228,N,1,1,2,2,67,66
37265,19-01700,58,2,3,0,1,0,N,1,1,3572.3,1280,4,5,29000.0,5,221,N,2,2,2,2,87,88
37266,17-03531,67,2,3,0,2,0,2,1,1,11171.6,8090,12,5,34200.0,5,501,N,2,1,2,2,38,39
37267,28-01100,65,1,3,0,2,0,N,1,1,2674.3,7870,11,12,52670.0,8,433,N,2,2,2,2,32,32
37268,01-01301,81,1,3,0,2,0,N,1,2,2731.2,N,N,5,3700.0,1,30,N,2,2,2,2,51,51
37269,36-04010,89,2,3,0,2,0,5,1,1,50441.6,N,N,4,7480.0,2,501,N,2,2,2,2,39,48
37270,13-04600,71,2,3,0,2,0,N,1,1,3670.4,N,N,4,9200.0,2,76,N,2,2,2,2,79,81
37271,32-00405,79,2,3,0,6,0,3,1,2,7990.5,N,N,3,0.0,0,278,N,2,1,2,2,229,151
37272,19-01700,82,1,3,0,1,0,N,1,2,3572.3,680,2,7,32800.0,5,269,N,2,2,2,1,152,152
37273,32-00405,60,2,3,1,1,0,N,1,2,7990.5,N,N,7,9600.0,2,73,N,2,2,1,1,70,71
37274,24-01004,81,2,3,0,6,0,N,1,1,4187.9,9190,15,12,418000.0,9,501,N,2,2,2,2,36,36
37275,40-00200,72,2,3,0,1,0,5,1,1,90.7,N,N,5,9000.0,2,184,N,2,1,2,2,35,35
37276,30-00600,90,1,3,0,1,0,N,1,1,16.3,N,N,7,10000.0,2,82,N,2,1,1,1,112,113
37277,30-00600,86,1,3,0,1,0,N,1,1,16.3,N,N,7,17700.0,3,145,N,2,2,2,2,31,24
37278,24-01004,93,2,3,0,1,0,N,1,1,4187.9,N,N,9,24800.0,3,205,N,2,2,2,2,98,98
37279,17-03529,87,1,3,0,2,N,N,2,0,15097.5,N,N,4,4300.0,1,N,N,1,1,1,1,87,0
37280,32-00405,82,2,3,0,1,0,3,1,1,7990.5,N,N,4,12000.0,2,58,N,2,2,1,2,60,60
37281,28-01100,94,2,3,0,1,N,N,2,0,2674.3,N,N,9,25000.0,5,N,N,1,1,2,1,38,0
37282,30-00600,83,2,3,0,1,0,N,1,1,16.3,N,N,4,1500.0,1,12,N,2,2,2,2,20,20
37283,19-01700,86,2,3,0,1,N,N,2,0,3572.3,N,N,8,16900.0,3,N,N,1,1,2,2,16,0
37284,30-00600,73,2,3,1,1,0,N,1,1,16.3,N,N,4,1600.0,1,13,N,2,2,2,1,132,132
37285,30-00600,68,2,3,0,1,0,N,1,1,16.3,N,N,8,1500.0,1,12,N,2,2,2,1,191,191
37286,38-00100,67,2,3,0,1,0,N,1,1,73.0,7860,11,5,75000.0,8,501,N,2,2,2,2,17,16
37287,26-02702,60,1,3,0,2,0,2,1,1,4817.2,9190,15,11,93700.0,9,501,N,2,2,2,2,70,70
37288,06-07502,80,2,3,0,1,0,N,1,1,33632.6,5580,6,9,161000.0,9,501,N,2,2,2,2,45,44
37289,30-00600,74,2,3,0,2,0,N,1,1,16.3,N,N,5,14800.0,3,122,N,2,2,2,1,109,109
37290,24-01004,89,2,3,0,2,N,N,2,0,4187.9,N,N,6,25900.0,4,N,N,2,1,2,2,76,0
37291,32-00405,86,2,3,0,1,0,N,1,1,7990.5,N,N,4,25200.0,4,206,N,1,1,1,2,43,30
37292,26-02702,94,2,3,0,1,N,N,2,0,4817.2,N,N,7,20400.0,4,N,N,1,1,2,1,82,0
37293,36-04010,68,2,3,0,2,0,3,1,1,50441.6,N,N,6,21600.0,4,164,N,2,2,2,2,40,48
37294,30-00600,62,2,3,0,1,0,N,1,1,16.3,7860,11,8,20000.0,4,150,N,2,2,2,2,59,59
37295,38-00100,95,2,3,0,1,0,N,1,1,73.0,N,N,5,13800.0,2,114,N,2,1,2,2,42,42
37296,30-00600,83,2,3,0,1,0,3,1,1,16.3,N,N,5,1400.0,1,65,N,2,2,2,2,80,22
37297,17-03531,68,2,3,0,2,0,2,1,2,11171.6,N,N,5,28000.0,4,315,N,2,1,2,2,198,198
37298,17-03531,94,2,3,0,2,0,N,1,1,11171.6,N,N,9,0.0,0,0,N,2,1,2,2,68,68
37299,17-03531,79,2,3,0,2,0,2,1,1,11171.6,N,N,7,17400.0,3,114,N,2,2,2,2,145,146
37300,13-04600,87,2,3,0,2,0,3,1,1,3670.4,N,N,5,14500.0,3,74,N,2,2,2,2,69,69
37301,08-00803,77,1,3,0,1,0,N,1,2,3393.2,8670,14,11,15000.0,3,123,N,2,1,2,1,170,170
37302,24-01004,86,1,3,0,1,0,N,1,1,4187.9,7270,10,11,104500.0,8,501,N,2,2,2,2,15,15
37303,06-07502,66,1,3,0,3,0,N,1,1,33632.6,7870,11,10,175500.0,9,501,N,2,2,2,2,66,65
37304,36-04010,86,2,3,0,2,0,2,1,1,50441.6,N,N,5,27900.0,4,181,N,2,2,2,2,117,118
37305,38-00100,77,1,3,0,1,0,2,1,1,73.0,N,N,4,15400.0,3,245,N,2,1,2,2,28,58
37306,17-03529,72,2,3,0,2,1,4,1,1,15097.5,N,N,7,16200.0,3,501,N,2,2,2,2,58,89
37307,06-08507,89,2,3,0,4,0,4,1,1,3305.1,N,N,9,0.0,0,199,N,2,2,2,2,57,57
37308,29-01901,67,1,3,0,2,0,N,1,1,5434.8,N,N,4,8400.0,2,68,N,2,2,2,2,268,268
37309,13-04600,73,2,3,0,2,0,3,1,2,3670.4,N,N,5,7900.0,2,293,N,2,2,2,2,78,80
37310,38-00100,65,2,3,0,1,0,N,1,1,73.0,N,N,9,38900.0,5,319,N,2,2,2,2,28,29
37311,32-00405,70,2,3,1,1,0,N,1,2,7990.5,N,N,3,15060.0,3,123,N,2,2,2,2,66,66
